student_id,academic_year,year_outcome,status,status_change_at,programme_year_next,avg_mark,modules_passed,modules_total
18533,1050-51,pass,enrolled,1051-09-01,3.0,56.3,4,4
18534,1050-51,pass,enrolled,1051-09-01,3.0,59.48,4,4
18538,1050-51,pass,enrolled,1051-09-01,2.0,50.45,4,4
18539,1050-51,pass,enrolled,1051-09-01,3.0,55.65,4,4
18540,1050-51,pass,enrolled,1051-09-01,3.0,67.9,1,1
18543,1050-51,pass,enrolled,1051-09-01,3.0,60.47,3,3
18545,1050-51,pass,enrolled,1051-09-01,3.0,60.23,4,4
18546,1050-51,pass,enrolled,1051-09-01,3.0,68.25,4,4
18547,1050-51,pass,enrolled,1051-09-01,2.0,63.83,4,4
18548,1050-51,pass,enrolled,1051-09-01,3.0,62.5,1,1
18549,1050-51,pass,enrolled,1051-09-01,3.0,67.83,4,4
18550,1050-51,pass,enrolled,1051-09-01,3.0,60.45,4,4
18554,1050-51,pass,enrolled,1051-09-01,3.0,70.7,4,4
18555,1050-51,pass,enrolled,1051-09-01,3.0,60.3,4,4
18556,1050-51,pass,enrolled,1051-09-01,3.0,48.65,2,2
18557,1050-51,pass,enrolled,1051-09-01,3.0,66.12,4,4
18558,1050-51,pass,enrolled,1051-09-01,3.0,69.1,4,4
18559,1050-51,fail,withdrawn,1051-09-01,,41.75,3,4
18566,1050-51,pass,enrolled,1051-09-01,3.0,72.1,1,1
18569,1050-51,pass,enrolled,1051-09-01,3.0,50.7,4,4
18570,1050-51,pass,withdrawn,1051-09-01,,58.47,3,3
18571,1050-51,pass,enrolled,1051-09-01,3.0,71.47,4,4
18572,1050-51,pass,enrolled,1051-09-01,3.0,58.95,2,2
18575,1050-51,pass,enrolled,1051-09-01,3.0,60.5,4,4
18577,1050-51,fail,withdrawn,1051-09-01,,44.75,3,4
18580,1050-51,pass,enrolled,1051-09-01,3.0,57.5,4,4
18581,1050-51,pass,enrolled,1051-09-01,3.0,46.12,4,4
18582,1050-51,pass,enrolled,1051-09-01,3.0,59.55,4,4
18589,1050-51,pass,enrolled,1051-09-01,3.0,49.7,1,1
18590,1050-51,pass,enrolled,1051-09-01,3.0,53.45,4,4
18591,1050-51,pass,enrolled,1051-09-01,3.0,77.1,4,4
18593,1050-51,pass,enrolled,1051-09-01,3.0,66.57,3,3
18597,1050-51,pass,enrolled,1051-09-01,3.0,54.1,4,4
18598,1050-51,pass,enrolled,1051-09-01,3.0,75.1,4,4
18600,1050-51,pass,enrolled,1051-09-01,3.0,71.58,4,4
18603,1050-51,pass,enrolled,1051-09-01,2.0,49.35,4,4
18605,1050-51,pass,enrolled,1051-09-01,3.0,67.8,4,4
18606,1050-51,pass,enrolled,1051-09-01,3.0,63.33,4,4
18608,1050-51,pass,enrolled,1051-09-01,3.0,61.47,4,4
18610,1050-51,pass,enrolled,1051-09-01,3.0,63.2,1,1
18612,1050-51,fail,repeating,1051-09-01,2.0,56.73,3,4
18613,1050-51,pass,enrolled,1051-09-01,2.0,63.2,2,2
18614,1050-51,pass,enrolled,1051-09-01,3.0,70.6,2,2
18621,1050-51,pass,enrolled,1051-09-01,3.0,60.0,4,4
18623,1050-51,pass,enrolled,1051-09-01,3.0,65.65,2,2
18624,1050-51,pass,enrolled,1051-09-01,3.0,62.6,3,3
18628,1050-51,pass,enrolled,1051-09-01,3.0,76.1,4,4
18634,1050-51,pass,enrolled,1051-09-01,3.0,61.2,1,1
18635,1050-51,fail,repeating,1051-09-01,1.0,45.02,2,4
18638,1050-51,pass,enrolled,1051-09-01,3.0,69.62,4,4
18645,1050-51,pass,enrolled,1051-09-01,3.0,66.42,4,4
18646,1050-51,fail,repeating,1051-09-01,1.0,45.12,3,4
18647,1050-51,pass,enrolled,1051-09-01,3.0,57.2,4,4
18651,1050-51,pass,enrolled,1051-09-01,3.0,63.67,4,4
18652,1050-51,pass,enrolled,1051-09-01,3.0,66.15,4,4
18657,1050-51,pass,enrolled,1051-09-01,3.0,66.3,1,1
18658,1050-51,pass,enrolled,1051-09-01,3.0,69.42,4,4
18659,1050-51,fail,withdrawn,1051-09-01,,43.03,2,3
18663,1050-51,pass,enrolled,1051-09-01,3.0,68.72,4,4
18668,1050-51,pass,enrolled,1051-09-01,3.0,62.85,4,4
18669,1050-51,pass,enrolled,1051-09-01,3.0,65.62,4,4
18670,1050-51,pass,enrolled,1051-09-01,3.0,64.58,4,4
18671,1050-51,pass,enrolled,1051-09-01,2.0,46.3,1,1
18675,1050-51,pass,enrolled,1051-09-01,3.0,73.28,4,4
18681,1050-51,pass,enrolled,1051-09-01,3.0,53.2,4,4
18684,1050-51,pass,withdrawn,1051-09-01,,50.85,4,4
18685,1050-51,pass,enrolled,1051-09-01,3.0,66.4,1,1
18694,1050-51,fail,withdrawn,1051-09-01,,37.5,0,1
18695,1050-51,pass,enrolled,1051-09-01,3.0,63.3,4,4
18696,1050-51,pass,enrolled,1051-09-01,3.0,56.2,4,4
18697,1050-51,pass,enrolled,1051-09-01,3.0,43.6,2,2
18698,1050-51,pass,enrolled,1051-09-01,3.0,71.4,4,4
18701,1050-51,fail,withdrawn,1051-09-01,,43.33,2,3
18702,1050-51,pass,enrolled,1051-09-01,3.0,60.3,4,4
18703,1050-51,pass,enrolled,1051-09-01,3.0,73.35,4,4
18705,1050-51,fail,repeating,1051-09-01,2.0,52.67,3,4
18706,1050-51,pass,enrolled,1051-09-01,3.0,62.92,4,4
18707,1050-51,pass,enrolled,1051-09-01,3.0,72.88,4,4
18708,1050-51,pass,enrolled,1051-09-01,3.0,51.8,4,4
18717,1050-51,fail,withdrawn,1051-09-01,,50.6,3,4
18718,1050-51,fail,repeating,1051-09-01,1.0,46.33,3,4
18724,1050-51,pass,enrolled,1051-09-01,3.0,60.85,4,4
18728,1050-51,pass,enrolled,1051-09-01,3.0,83.15,4,4
18737,1050-51,pass,enrolled,1051-09-01,3.0,48.3,4,4
18740,1050-51,pass,enrolled,1051-09-01,3.0,56.5,4,4
18741,1050-51,pass,enrolled,1051-09-01,3.0,64.65,4,4
18742,1050-51,pass,enrolled,1051-09-01,3.0,75.58,4,4
18743,1050-51,pass,enrolled,1051-09-01,3.0,54.95,4,4
18745,1050-51,pass,enrolled,1051-09-01,3.0,44.9,1,1
18749,1050-51,pass,enrolled,1051-09-01,3.0,52.1,1,1
18751,1050-51,pass,enrolled,1051-09-01,3.0,61.45,4,4
18754,1050-51,pass,enrolled,1051-09-01,3.0,45.88,4,4
18758,1050-51,pass,enrolled,1051-09-01,3.0,61.45,4,4
18760,1050-51,pass,enrolled,1051-09-01,3.0,53.7,4,4
18761,1050-51,pass,enrolled,1051-09-01,3.0,47.75,2,2
18766,1050-51,pass,enrolled,1051-09-01,3.0,69.35,4,4
18767,1050-51,pass,enrolled,1051-09-01,3.0,61.0,4,4
18771,1050-51,pass,enrolled,1051-09-01,3.0,61.88,4,4
18772,1050-51,pass,enrolled,1051-09-01,3.0,68.2,1,1
18777,1050-51,pass,enrolled,1051-09-01,3.0,52.77,4,4
18778,1050-51,pass,enrolled,1051-09-01,3.0,46.2,4,4
18781,1050-51,pass,enrolled,1051-09-01,3.0,72.8,3,3
18783,1050-51,pass,enrolled,1051-09-01,3.0,64.28,4,4
18784,1050-51,pass,enrolled,1051-09-01,3.0,78.03,4,4
18785,1050-51,pass,enrolled,1051-09-01,2.0,61.55,2,2
18786,1050-51,pass,enrolled,1051-09-01,3.0,64.35,4,4
18787,1050-51,pass,enrolled,1051-09-01,3.0,69.92,4,4
18789,1050-51,fail,repeating,1051-09-01,1.0,37.65,1,2
18790,1050-51,pass,enrolled,1051-09-01,3.0,76.33,4,4
18791,1050-51,fail,repeating,1051-09-01,1.0,47.42,3,4
18792,1050-51,pass,enrolled,1051-09-01,2.0,45.6,2,2
18793,1050-51,pass,enrolled,1051-09-01,3.0,46.9,1,1
18797,1050-51,pass,enrolled,1051-09-01,3.0,66.08,4,4
18798,1050-51,pass,enrolled,1051-09-01,3.0,72.5,4,4
18800,1050-51,pass,enrolled,1051-09-01,3.0,59.77,4,4
18801,1050-51,pass,enrolled,1051-09-01,3.0,74.83,4,4
18802,1050-51,pass,enrolled,1051-09-01,3.0,76.67,4,4
18803,1050-51,pass,enrolled,1051-09-01,3.0,73.83,4,4
18805,1050-51,pass,enrolled,1051-09-01,3.0,54.15,4,4
18806,1050-51,pass,enrolled,1051-09-01,2.0,62.88,4,4
18807,1050-51,pass,enrolled,1051-09-01,3.0,73.45,4,4
18814,1050-51,pass,enrolled,1051-09-01,3.0,59.88,4,4
18815,1050-51,pass,enrolled,1051-09-01,2.0,47.0,1,1
18817,1050-51,pass,enrolled,1051-09-01,3.0,71.5,4,4
18819,1050-51,fail,repeating,1051-09-01,2.0,53.15,3,4
18820,1050-51,fail,repeating,1051-09-01,2.0,40.3,2,4
18821,1050-51,pass,enrolled,1051-09-01,3.0,60.02,4,4
18822,1050-51,fail,repeating,1051-09-01,2.0,47.85,3,4
18826,1050-51,pass,enrolled,1051-09-01,3.0,50.3,1,1
18827,1050-51,pass,enrolled,1051-09-01,3.0,74.25,4,4
18830,1050-51,pass,enrolled,1051-09-01,3.0,52.92,4,4
18833,1050-51,pass,enrolled,1051-09-01,2.0,51.1,2,2
18834,1050-51,pass,enrolled,1051-09-01,3.0,68.28,4,4
18837,1050-51,pass,enrolled,1051-09-01,3.0,62.7,1,1
18838,1050-51,pass,enrolled,1051-09-01,3.0,72.35,4,4
18843,1050-51,pass,enrolled,1051-09-01,3.0,51.5,4,4
18844,1050-51,pass,enrolled,1051-09-01,3.0,66.6,4,4
18845,1050-51,pass,enrolled,1051-09-01,3.0,56.65,4,4
18849,1050-51,pass,enrolled,1051-09-01,3.0,75.4,1,1
18851,1050-51,pass,enrolled,1051-09-01,3.0,65.2,4,4
18852,1050-51,pass,enrolled,1051-09-01,3.0,47.2,1,1
18857,1050-51,fail,repeating,1051-09-01,2.0,44.95,3,4
18859,1050-51,pass,enrolled,1051-09-01,3.0,68.53,4,4
18860,1050-51,pass,enrolled,1051-09-01,2.0,46.3,2,2
18863,1050-51,pass,withdrawn,1051-09-01,,59.67,4,4
18866,1050-51,pass,enrolled,1051-09-01,3.0,57.9,3,3
18867,1050-51,pass,enrolled,1051-09-01,3.0,54.88,4,4
18868,1050-51,pass,enrolled,1051-09-01,3.0,52.8,4,4
18869,1050-51,fail,withdrawn,1051-09-01,,51.12,3,4
18870,1050-51,fail,withdrawn,1051-09-01,,48.65,3,4
18871,1050-51,pass,enrolled,1051-09-01,3.0,58.53,3,3
18873,1050-51,pass,enrolled,1051-09-01,3.0,55.27,4,4
18883,1050-51,pass,enrolled,1051-09-01,3.0,85.03,4,4
18884,1050-51,pass,enrolled,1051-09-01,3.0,54.42,4,4
18886,1050-51,fail,withdrawn,1051-09-01,,49.73,3,4
18887,1050-51,pass,enrolled,1051-09-01,3.0,69.35,4,4
18890,1050-51,pass,enrolled,1051-09-01,3.0,54.4,1,1
18891,1050-51,pass,enrolled,1051-09-01,2.0,42.2,1,1
18892,1050-51,pass,enrolled,1051-09-01,2.0,47.62,4,4
18893,1050-51,pass,enrolled,1051-09-01,3.0,62.65,4,4
18896,1050-51,fail,repeating,1051-09-01,2.0,50.7,3,4
18897,1050-51,fail,repeating,1051-09-01,2.0,47.55,3,4
18901,1050-51,pass,enrolled,1051-09-01,2.0,65.38,4,4
18902,1050-51,pass,enrolled,1051-09-01,3.0,77.97,4,4
18904,1050-51,pass,enrolled,1051-09-01,3.0,46.05,4,4
18912,1050-51,pass,enrolled,1051-09-01,3.0,55.4,4,4
18913,1050-51,pass,enrolled,1051-09-01,3.0,72.4,4,4
18914,1050-51,pass,withdrawn,1051-09-01,,71.38,4,4
18915,1050-51,pass,enrolled,1051-09-01,3.0,58.35,4,4
18916,1050-51,pass,enrolled,1051-09-01,2.0,50.4,4,4
18919,1050-51,pass,enrolled,1051-09-01,3.0,61.45,4,4
18920,1050-51,pass,enrolled,1051-09-01,3.0,75.6,4,4
18922,1050-51,pass,enrolled,1051-09-01,3.0,77.8,1,1
18923,1050-51,pass,enrolled,1051-09-01,3.0,57.55,4,4
18924,1050-51,pass,enrolled,1051-09-01,3.0,57.88,4,4
18926,1050-51,pass,enrolled,1051-09-01,3.0,69.15,4,4
18929,1050-51,pass,enrolled,1051-09-01,3.0,79.92,4,4
18930,1050-51,pass,enrolled,1051-09-01,2.0,50.97,3,3
18936,1050-51,pass,enrolled,1051-09-01,3.0,60.75,4,4
18941,1050-51,pass,enrolled,1051-09-01,3.0,60.85,4,4
18945,1050-51,pass,enrolled,1051-09-01,3.0,73.83,4,4
18947,1050-51,pass,withdrawn,1051-09-01,,50.0,4,4
18951,1050-51,pass,enrolled,1051-09-01,3.0,73.3,3,3
18952,1050-51,pass,enrolled,1051-09-01,3.0,44.5,1,1
18954,1050-51,pass,enrolled,1051-09-01,3.0,60.9,4,4
18956,1050-51,pass,enrolled,1051-09-01,3.0,55.98,4,4
18959,1050-51,pass,enrolled,1051-09-01,3.0,53.7,2,2
18960,1050-51,pass,enrolled,1051-09-01,3.0,76.4,4,4
18961,1050-51,fail,repeating,1051-09-01,2.0,53.05,3,4
18964,1050-51,pass,enrolled,1051-09-01,3.0,60.8,4,4
18968,1050-51,pass,enrolled,1051-09-01,3.0,58.6,3,3
18969,1050-51,pass,enrolled,1051-09-01,3.0,66.8,1,1
18972,1050-51,pass,enrolled,1051-09-01,3.0,80.4,1,1
18975,1050-51,pass,enrolled,1051-09-01,3.0,60.42,4,4
18976,1050-51,pass,enrolled,1051-09-01,2.0,52.73,4,4
18977,1050-51,pass,enrolled,1051-09-01,3.0,50.6,1,1
18978,1050-51,pass,enrolled,1051-09-01,3.0,63.33,3,3
18982,1050-51,pass,enrolled,1051-09-01,3.0,56.6,1,1
18983,1050-51,fail,withdrawn,1051-09-01,,50.15,3,4
18984,1050-51,pass,enrolled,1051-09-01,3.0,55.8,4,4
18990,1050-51,fail,withdrawn,1051-09-01,,39.55,1,2
18992,1050-51,fail,withdrawn,1051-09-01,,53.27,2,3
18994,1050-51,fail,repeating,1051-09-01,2.0,51.77,3,4
18995,1050-51,pass,enrolled,1051-09-01,3.0,50.6,1,1
18999,1050-51,fail,repeating,1051-09-01,1.0,42.3,3,4
19001,1050-51,pass,enrolled,1051-09-01,3.0,59.88,4,4
19003,1050-51,pass,enrolled,1051-09-01,3.0,73.42,4,4
19004,1050-51,pass,enrolled,1051-09-01,3.0,60.9,3,3
19007,1050-51,pass,enrolled,1051-09-01,3.0,72.53,4,4
19014,1050-51,pass,enrolled,1051-09-01,3.0,52.0,4,4
19015,1050-51,pass,enrolled,1051-09-01,2.0,59.6,4,4
19016,1050-51,pass,enrolled,1051-09-01,3.0,51.6,4,4
19017,1050-51,pass,enrolled,1051-09-01,2.0,48.27,4,4
19020,1050-51,pass,enrolled,1051-09-01,3.0,59.35,4,4
19025,1050-51,pass,enrolled,1051-09-01,3.0,61.0,4,4
19026,1050-51,pass,enrolled,1051-09-01,3.0,51.8,1,1
19029,1050-51,pass,enrolled,1051-09-01,2.0,52.15,4,4
19031,1050-51,pass,enrolled,1051-09-01,3.0,66.55,4,4
19032,1050-51,pass,enrolled,1051-09-01,3.0,73.0,2,2
19034,1050-51,pass,enrolled,1051-09-01,2.0,56.97,3,3
19035,1050-51,pass,enrolled,1051-09-01,3.0,65.15,4,4
19037,1050-51,pass,withdrawn,1051-09-01,,51.27,3,3
19039,1050-51,pass,enrolled,1051-09-01,3.0,64.47,4,4
19040,1050-51,pass,enrolled,1051-09-01,3.0,65.1,1,1
19042,1050-51,pass,enrolled,1051-09-01,3.0,57.35,4,4
19052,1050-51,pass,enrolled,1051-09-01,3.0,72.5,1,1
19053,1050-51,pass,enrolled,1051-09-01,3.0,52.47,4,4
19054,1050-51,pass,enrolled,1051-09-01,3.0,57.0,4,4
19055,1050-51,pass,enrolled,1051-09-01,2.0,50.55,4,4
19056,1050-51,pass,enrolled,1051-09-01,3.0,64.28,4,4
19057,1050-51,pass,enrolled,1051-09-01,3.0,61.57,4,4
19059,1050-51,pass,enrolled,1051-09-01,3.0,56.0,1,1
19061,1050-51,pass,enrolled,1051-09-01,3.0,50.8,4,4
19062,1050-51,pass,enrolled,1051-09-01,3.0,71.15,4,4
19063,1050-51,pass,enrolled,1051-09-01,3.0,62.52,4,4
19064,1050-51,pass,enrolled,1051-09-01,3.0,71.42,4,4
19065,1050-51,pass,enrolled,1051-09-01,2.0,53.5,4,4
19066,1050-51,pass,enrolled,1051-09-01,3.0,64.83,4,4
19073,1050-51,pass,enrolled,1051-09-01,3.0,58.12,4,4
19076,1050-51,pass,enrolled,1051-09-01,3.0,50.25,2,2
19078,1050-51,pass,enrolled,1051-09-01,3.0,63.72,4,4
19079,1050-51,pass,enrolled,1051-09-01,3.0,63.45,4,4
19081,1050-51,pass,enrolled,1051-09-01,3.0,58.25,4,4
19087,1050-51,pass,enrolled,1051-09-01,2.0,69.07,3,3
19090,1050-51,pass,enrolled,1051-09-01,3.0,83.6,1,1
19097,1050-51,fail,withdrawn,1051-09-01,,39.5,2,4
19099,1050-51,pass,enrolled,1051-09-01,3.0,52.1,1,1
19102,1050-51,pass,enrolled,1051-09-01,3.0,74.38,4,4
19103,1050-51,pass,enrolled,1051-09-01,3.0,52.53,4,4
19108,1050-51,pass,enrolled,1051-09-01,3.0,74.5,1,1
19110,1050-51,pass,enrolled,1051-09-01,3.0,59.9,4,4
19114,1050-51,pass,enrolled,1051-09-01,3.0,77.9,1,1
19116,1050-51,pass,enrolled,1051-09-01,3.0,71.65,4,4
19117,1050-51,pass,enrolled,1051-09-01,3.0,68.75,4,4
19119,1050-51,fail,repeating,1051-09-01,1.0,44.53,2,3
19122,1050-51,fail,repeating,1051-09-01,2.0,49.6,3,4
19124,1050-51,pass,enrolled,1051-09-01,3.0,66.9,4,4
19126,1050-51,pass,enrolled,1051-09-01,3.0,71.6,4,4
19128,1050-51,pass,enrolled,1051-09-01,2.0,54.4,3,3
19130,1050-51,pass,enrolled,1051-09-01,3.0,67.65,4,4
19131,1050-51,pass,enrolled,1051-09-01,3.0,71.03,4,4
19135,1050-51,pass,enrolled,1051-09-01,3.0,60.65,4,4
19139,1050-51,pass,enrolled,1051-09-01,3.0,74.85,4,4
19141,1050-51,pass,enrolled,1051-09-01,3.0,81.9,4,4
19147,1050-51,pass,enrolled,1051-09-01,3.0,60.25,4,4
19148,1050-51,pass,enrolled,1051-09-01,3.0,69.9,4,4
19149,1050-51,pass,enrolled,1051-09-01,3.0,61.83,4,4
19151,1050-51,pass,enrolled,1051-09-01,3.0,75.33,4,4
19157,1050-51,pass,enrolled,1051-09-01,3.0,53.75,4,4
19158,1050-51,pass,withdrawn,1051-09-01,,70.95,4,4
19162,1050-51,pass,enrolled,1051-09-01,3.0,67.2,4,4
19165,1050-51,pass,enrolled,1051-09-01,2.0,59.33,3,3
19166,1050-51,pass,enrolled,1051-09-01,3.0,65.58,4,4
19167,1050-51,pass,enrolled,1051-09-01,2.0,63.95,4,4
19168,1050-51,pass,enrolled,1051-09-01,3.0,69.2,4,4
19169,1050-51,pass,enrolled,1051-09-01,3.0,65.92,4,4
19171,1050-51,fail,withdrawn,1051-09-01,,44.35,3,4
19173,1050-51,pass,enrolled,1051-09-01,3.0,51.25,4,4
19175,1050-51,pass,enrolled,1051-09-01,3.0,47.7,1,1
19176,1050-51,fail,repeating,1051-09-01,2.0,43.2,3,4
19179,1050-51,fail,repeating,1051-09-01,1.0,39.83,2,4
19182,1050-51,pass,enrolled,1051-09-01,3.0,61.9,4,4
19184,1050-51,pass,enrolled,1051-09-01,3.0,68.78,4,4
19186,1050-51,pass,enrolled,1051-09-01,3.0,61.6,4,4
19189,1050-51,pass,enrolled,1051-09-01,3.0,60.2,1,1
19191,1050-51,pass,enrolled,1051-09-01,3.0,58.92,4,4
19192,1050-51,fail,repeating,1051-09-01,2.0,48.0,3,4
19193,1050-51,pass,enrolled,1051-09-01,3.0,71.1,4,4
19194,1050-51,pass,enrolled,1051-09-01,3.0,60.8,1,1
19195,1050-51,fail,repeating,1051-09-01,1.0,42.55,2,4
19197,1050-51,pass,enrolled,1051-09-01,3.0,51.52,4,4
19203,1050-51,pass,enrolled,1051-09-01,3.0,69.85,4,4
19204,1050-51,pass,enrolled,1051-09-01,3.0,79.15,4,4
19206,1050-51,pass,enrolled,1051-09-01,3.0,89.0,4,4
19209,1050-51,pass,enrolled,1051-09-01,3.0,54.55,4,4
19210,1050-51,fail,withdrawn,1051-09-01,,47.27,3,4
19212,1050-51,pass,enrolled,1051-09-01,3.0,72.6,4,4
19213,1050-51,pass,enrolled,1051-09-01,3.0,59.17,4,4
19214,1050-51,pass,enrolled,1051-09-01,3.0,59.5,4,4
19215,1050-51,pass,enrolled,1051-09-01,3.0,52.02,4,4
19218,1050-51,fail,repeating,1051-09-01,2.0,56.95,3,4
19220,1050-51,pass,enrolled,1051-09-01,2.0,46.95,2,2
19221,1050-51,pass,enrolled,1051-09-01,3.0,60.15,4,4
19222,1050-51,fail,withdrawn,1051-09-01,,51.45,3,4
19223,1050-51,fail,repeating,1051-09-01,2.0,46.7,3,4
19224,1050-51,pass,enrolled,1051-09-01,3.0,62.55,4,4
19226,1050-51,pass,enrolled,1051-09-01,2.0,47.85,4,4
19238,1050-51,fail,repeating,1051-09-01,2.0,47.12,3,4
19240,1050-51,pass,enrolled,1051-09-01,3.0,68.83,4,4
19244,1050-51,pass,enrolled,1051-09-01,3.0,61.1,4,4
19245,1050-51,fail,repeating,1051-09-01,2.0,57.07,2,3
19253,1050-51,fail,repeating,1051-09-01,2.0,57.25,3,4
19255,1050-51,pass,enrolled,1051-09-01,3.0,75.93,4,4
19258,1050-51,pass,enrolled,1051-09-01,3.0,54.85,4,4
19260,1050-51,pass,enrolled,1051-09-01,3.0,64.1,4,4
19261,1050-51,fail,withdrawn,1051-09-01,,44.4,1,2
19262,1050-51,pass,enrolled,1051-09-01,3.0,67.75,4,4
19263,1050-51,fail,repeating,1051-09-01,1.0,39.27,1,3
19265,1050-51,pass,enrolled,1051-09-01,3.0,57.23,4,4
19266,1050-51,fail,repeating,1051-09-01,2.0,44.6,3,4
19267,1050-51,pass,enrolled,1051-09-01,3.0,63.25,4,4
19268,1050-51,pass,enrolled,1051-09-01,3.0,64.33,4,4
19270,1050-51,pass,enrolled,1051-09-01,3.0,59.17,4,4
19272,1050-51,pass,enrolled,1051-09-01,2.0,59.95,4,4
19276,1050-51,pass,enrolled,1051-09-01,3.0,58.77,4,4
19277,1050-51,pass,enrolled,1051-09-01,2.0,48.8,4,4
19279,1050-51,pass,enrolled,1051-09-01,3.0,46.4,2,2
19281,1050-51,pass,enrolled,1051-09-01,3.0,63.6,4,4
19282,1050-51,pass,enrolled,1051-09-01,3.0,44.9,1,1
19286,1050-51,pass,enrolled,1051-09-01,3.0,49.7,4,4
19288,1050-51,pass,enrolled,1051-09-01,3.0,71.1,4,4
19289,1050-51,pass,enrolled,1051-09-01,3.0,61.83,4,4
19291,1050-51,pass,enrolled,1051-09-01,3.0,71.97,4,4
19294,1050-51,pass,enrolled,1051-09-01,3.0,52.5,4,4
19297,1050-51,pass,enrolled,1051-09-01,3.0,55.92,4,4
19298,1050-51,pass,enrolled,1051-09-01,3.0,63.05,4,4
19299,1050-51,pass,enrolled,1051-09-01,3.0,67.7,1,1
19300,1050-51,pass,enrolled,1051-09-01,3.0,70.97,4,4
19301,1050-51,pass,enrolled,1051-09-01,3.0,64.42,4,4
19303,1050-51,pass,enrolled,1051-09-01,2.0,52.95,2,2
19306,1050-51,pass,enrolled,1051-09-01,3.0,65.45,4,4
19307,1050-51,pass,enrolled,1051-09-01,3.0,71.0,4,4
19310,1050-51,pass,enrolled,1051-09-01,3.0,56.75,4,4
19313,1050-51,pass,enrolled,1051-09-01,3.0,70.4,1,1
19314,1050-51,fail,repeating,1051-09-01,2.0,48.05,3,4
19316,1050-51,pass,enrolled,1051-09-01,3.0,57.0,1,1
19317,1050-51,pass,enrolled,1051-09-01,3.0,56.4,4,4
19318,1050-51,pass,enrolled,1051-09-01,3.0,69.83,3,3
19319,1050-51,fail,repeating,1051-09-01,2.0,40.73,2,4
19323,1050-51,pass,enrolled,1051-09-01,3.0,62.93,4,4
19324,1050-51,pass,enrolled,1051-09-01,3.0,61.83,4,4
19326,1050-51,pass,enrolled,1051-09-01,3.0,66.78,4,4
19327,1050-51,pass,enrolled,1051-09-01,3.0,71.38,4,4
19328,1050-51,pass,enrolled,1051-09-01,3.0,46.33,4,4
19331,1050-51,pass,withdrawn,1051-09-01,,50.45,4,4
19332,1050-51,pass,enrolled,1051-09-01,3.0,71.33,4,4
19336,1050-51,fail,withdrawn,1051-09-01,,43.08,3,4
19339,1050-51,pass,enrolled,1051-09-01,3.0,62.7,1,1
19341,1050-51,pass,enrolled,1051-09-01,3.0,82.92,4,4
19344,1050-51,fail,repeating,1051-09-01,2.0,49.95,3,4
19346,1050-51,fail,repeating,1051-09-01,2.0,48.9,3,4
19348,1050-51,pass,enrolled,1051-09-01,3.0,50.48,4,4
19350,1050-51,pass,enrolled,1051-09-01,3.0,63.6,4,4
19351,1050-51,pass,enrolled,1051-09-01,3.0,57.58,4,4
19353,1050-51,pass,enrolled,1051-09-01,2.0,68.62,4,4
19355,1050-51,pass,enrolled,1051-09-01,3.0,51.62,4,4
19356,1050-51,pass,enrolled,1051-09-01,3.0,64.3,4,4
19357,1050-51,pass,enrolled,1051-09-01,3.0,64.95,4,4
19360,1050-51,pass,enrolled,1051-09-01,3.0,76.4,1,1
19362,1050-51,pass,enrolled,1051-09-01,3.0,62.47,4,4
19365,1050-51,pass,enrolled,1051-09-01,3.0,75.25,4,4
19367,1050-51,pass,enrolled,1051-09-01,3.0,64.5,1,1
19368,1050-51,pass,enrolled,1051-09-01,3.0,67.42,4,4
19372,1050-51,fail,repeating,1051-09-01,1.0,35.0,0,4
19374,1050-51,pass,enrolled,1051-09-01,3.0,51.8,1,1
19375,1050-51,pass,enrolled,1051-09-01,3.0,56.85,4,4
19378,1050-51,pass,enrolled,1051-09-01,3.0,58.83,4,4
19380,1050-51,pass,enrolled,1051-09-01,3.0,55.75,4,4
19385,1050-51,pass,enrolled,1051-09-01,3.0,49.33,4,4
19388,1050-51,pass,withdrawn,1051-09-01,,48.75,4,4
19389,1050-51,pass,enrolled,1051-09-01,3.0,56.92,4,4
19390,1050-51,pass,enrolled,1051-09-01,3.0,47.27,4,4
19392,1050-51,pass,enrolled,1051-09-01,3.0,56.12,4,4
19393,1050-51,pass,withdrawn,1051-09-01,,48.85,4,4
19394,1050-51,pass,enrolled,1051-09-01,3.0,76.47,4,4
19399,1050-51,pass,enrolled,1051-09-01,3.0,81.4,4,4
19406,1050-51,pass,enrolled,1051-09-01,3.0,67.55,4,4
19408,1050-51,pass,enrolled,1051-09-01,3.0,75.8,1,1
19409,1050-51,fail,repeating,1051-09-01,2.0,42.73,2,4
19411,1050-51,pass,enrolled,1051-09-01,3.0,68.5,1,1
19412,1050-51,fail,withdrawn,1051-09-01,,45.58,3,4
19413,1050-51,pass,enrolled,1051-09-01,3.0,74.53,4,4
19414,1050-51,fail,withdrawn,1051-09-01,,48.9,3,4
19416,1050-51,pass,enrolled,1051-09-01,3.0,65.15,4,4
19417,1050-51,pass,enrolled,1051-09-01,3.0,73.65,4,4
19419,1050-51,pass,enrolled,1051-09-01,3.0,74.08,4,4
19420,1050-51,pass,withdrawn,1051-09-01,,71.08,4,4
19421,1050-51,pass,enrolled,1051-09-01,3.0,65.12,4,4
19422,1050-51,pass,enrolled,1051-09-01,2.0,46.23,3,3
19424,1050-51,pass,enrolled,1051-09-01,2.0,50.02,4,4
19426,1050-51,pass,enrolled,1051-09-01,2.0,58.48,4,4
